"track","model","family","stripping","similarity_threshold","top_n","flag_combination","precision","recall","f1","accuracy","n_auto_mappings"
"8_9","mpnet-base","mpnet","base",0.99,15,3,0.748,0.719,0.733,0.579,318
"8_9","mpnet-base","mpnet","base",0.99,15,4,0.685,0.801,0.738,0.585,434
"8_9","mpnet-base","mpnet","base",0.99,20,1,0.69,0.801,0.741,0.589,431
"8_9","mpnet-base","mpnet","base",0.99,20,2,0.8,0.713,0.754,0.605,342
"8_9","mpnet-base","mpnet","base",0.99,20,3,0.747,0.722,0.734,0.58,320
"8_9","mpnet-base","mpnet","base",0.99,20,4,0.683,0.801,0.737,0.584,435
"8_9","mpnet-base","mpnet","base",0.99,25,1,0.69,0.801,0.741,0.589,431
"8_9","mpnet-base","mpnet","base",0.99,25,2,0.8,0.713,0.754,0.605,342
"8_9","mpnet-base","mpnet","base",0.99,25,3,0.742,0.722,0.732,0.577,322
"8_9","mpnet-base","mpnet","base",0.99,25,4,0.683,0.801,0.737,0.584,435
"8_9","mpnet-base","mpnet","base",0.99,30,1,0.69,0.801,0.741,0.589,431
"8_9","mpnet-base","mpnet","base",0.99,30,2,0.8,0.713,0.754,0.605,342
"8_9","mpnet-base","mpnet","base",0.99,30,3,0.742,0.722,0.732,0.577,322
"8_9","mpnet-base","mpnet","base",0.99,30,4,0.683,0.801,0.737,0.584,435
"8_9","mpnet-base","mpnet","base",0.995,3,1,0.699,0.801,0.747,0.596,426
"8_9","mpnet-base","mpnet","base",0.995,3,2,0.811,0.713,0.759,0.611,338
"8_9","mpnet-base","mpnet","base",0.995,3,3,0.776,0.692,0.732,0.577,295
"8_9","mpnet-base","mpnet","base",0.995,3,4,0.699,0.801,0.747,0.596,426
"8_9","mpnet-base","mpnet","base",0.995,5,1,0.697,0.801,0.745,0.594,427
"8_9","mpnet-base","mpnet","base",0.995,5,2,0.808,0.713,0.758,0.61,339
"8_9","mpnet-base","mpnet","base",0.995,5,3,0.77,0.707,0.737,0.584,304
"8_9","mpnet-base","mpnet","base",0.995,5,4,0.696,0.801,0.745,0.593,428
"8_9","mpnet-base","mpnet","base",0.995,10,1,0.692,0.801,0.743,0.59,430
"8_9","mpnet-base","mpnet","base",0.995,10,2,0.805,0.713,0.756,0.608,340
"8_9","mpnet-base","mpnet","base",0.995,10,3,0.758,0.719,0.738,0.585,314
"8_9","mpnet-base","mpnet","base",0.995,10,4,0.688,0.801,0.74,0.588,432
