"track","model","family","stripping","similarity_threshold","top_n","flag_combination","precision","recall","f1","accuracy","n_auto_mappings"
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,5,4,0.655,0.813,0.725,0.569,411
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,10,1,0.65,0.813,0.722,0.565,414
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,10,2,0.754,0.74,0.747,0.596,325
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,10,3,0.774,0.725,0.749,0.599,310
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,10,4,0.65,0.813,0.722,0.565,414
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,15,1,0.648,0.813,0.721,0.564,415
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,15,2,0.754,0.74,0.747,0.596,325
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,15,3,0.769,0.734,0.751,0.601,316
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,15,4,0.648,0.813,0.721,0.564,415
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,20,1,0.648,0.813,0.721,0.564,415
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,20,2,0.754,0.74,0.747,0.596,325
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,20,3,0.77,0.737,0.753,0.604,317
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,20,4,0.648,0.813,0.721,0.564,415
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,25,1,0.648,0.813,0.721,0.564,415
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,25,2,0.754,0.74,0.747,0.596,325
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,25,3,0.762,0.737,0.749,0.6,320
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,25,4,0.648,0.813,0.721,0.564,415
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,30,1,0.648,0.813,0.721,0.564,415
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,30,2,0.754,0.74,0.747,0.596,325
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,30,3,0.762,0.737,0.749,0.6,320
"8_9","SapBERT-base-nocode","SapBERT","base",0.999,30,4,0.648,0.813,0.721,0.564,415
