"model","mode","threshold","top_n","flag","scenario","precision","recall","f1","accuracy","codes_emitted","tp","fp","fn","sim_pairs_kept","icd9_with_any_sim"
"mpnet","absolute",0.97,15,2,"top cosine or in both lists",0.991,0.123,0.219,0.123,116,115,1,822,119,119
"mpnet","absolute",0.97,15,3,"top co-occurrence or in both lists",0.689,0.272,0.39,0.242,370,255,115,682,119,119
"mpnet","absolute",0.97,15,4,"any of the three",0.704,0.295,0.416,0.262,392,276,116,661,119,119
"mpnet","absolute",0.97,20,1,"top cosine or top co-occurrence",0.705,0.298,0.419,0.265,396,279,117,658,119,119
"mpnet","absolute",0.97,20,2,"top cosine or in both lists",0.991,0.123,0.219,0.123,116,115,1,822,119,119
"mpnet","absolute",0.97,20,3,"top co-occurrence or in both lists",0.691,0.277,0.395,0.247,376,260,116,677,119,119
"mpnet","absolute",0.97,20,4,"any of the three",0.705,0.298,0.419,0.265,396,279,117,658,119,119
"mpnet","absolute",0.97,25,1,"top cosine or top co-occurrence",0.705,0.299,0.42,0.266,397,280,117,657,119,119
"mpnet","absolute",0.97,25,2,"top cosine or in both lists",0.991,0.123,0.219,0.123,116,115,1,822,119,119
"mpnet","absolute",0.97,25,3,"top co-occurrence or in both lists",0.692,0.279,0.398,0.248,377,261,116,676,119,119
"mpnet","absolute",0.97,25,4,"any of the three",0.705,0.299,0.42,0.266,397,280,117,657,119,119
"mpnet","absolute",0.97,30,1,"top cosine or top co-occurrence",0.706,0.3,0.421,0.267,398,281,117,656,119,119
"mpnet","absolute",0.97,30,2,"top cosine or in both lists",0.991,0.123,0.219,0.123,116,115,1,822,119,119
"mpnet","absolute",0.97,30,3,"top co-occurrence or in both lists",0.694,0.281,0.4,0.25,379,263,116,674,119,119
"mpnet","absolute",0.97,30,4,"any of the three",0.706,0.3,0.421,0.267,398,281,117,656,119,119
"mpnet","absolute",0.98,3,1,"top cosine or top co-occurrence",0.703,0.27,0.39,0.242,360,253,107,684,106,106
"mpnet","absolute",0.98,3,2,"top cosine or in both lists",0.99,0.109,0.196,0.109,103,102,1,835,106,106
"mpnet","absolute",0.98,3,3,"top co-occurrence or in both lists",0.675,0.235,0.349,0.211,326,220,106,717,106,106
"mpnet","absolute",0.98,3,4,"any of the three",0.703,0.27,0.39,0.242,360,253,107,684,106,106
"mpnet","absolute",0.98,5,1,"top cosine or top co-occurrence",0.699,0.281,0.401,0.25,376,263,113,674,106,106
"mpnet","absolute",0.98,5,2,"top cosine or in both lists",0.99,0.109,0.196,0.109,103,102,1,835,106,106
"mpnet","absolute",0.98,5,3,"top co-occurrence or in both lists",0.677,0.251,0.366,0.224,347,235,112,702,106,106
"mpnet","absolute",0.98,5,4,"any of the three",0.699,0.281,0.401,0.25,376,263,113,674,106,106
"mpnet","absolute",0.98,10,1,"top cosine or top co-occurrence",0.696,0.284,0.403,0.253,382,266,116,671,106,106
"mpnet","absolute",0.98,10,2,"top cosine or in both lists",0.99,0.109,0.196,0.109,103,102,1,835,106,106
"mpnet","absolute",0.98,10,3,"top co-occurrence or in both lists",0.681,0.261,0.377,0.233,360,245,115,692,106,106
"mpnet","absolute",0.98,10,4,"any of the three",0.696,0.284,0.403,0.253,382,266,116,671,106,106
"mpnet","absolute",0.98,15,1,"top cosine or top co-occurrence",0.697,0.285,0.405,0.254,383,267,116,670,106,106
"mpnet","absolute",0.98,15,2,"top cosine or in both lists",0.99,0.109,0.196,0.109,103,102,1,835,106,106
"mpnet","absolute",0.98,15,3,"top co-occurrence or in both lists",0.685,0.267,0.384,0.238,365,250,115,687,106,106
"mpnet","absolute",0.98,15,4,"any of the three",0.697,0.285,0.405,0.254,383,267,116,670,106,106
"mpnet","absolute",0.98,20,1,"top cosine or top co-occurrence",0.698,0.288,0.408,0.256,387,270,117,667,106,106
"mpnet","absolute",0.98,20,2,"top cosine or in both lists",0.99,0.109,0.196,0.109,103,102,1,835,106,106
"mpnet","absolute",0.98,20,3,"top co-occurrence or in both lists",0.687,0.272,0.39,0.242,371,255,116,682,106,106
"mpnet","absolute",0.98,20,4,"any of the three",0.698,0.288,0.408,0.256,387,270,117,667,106,106
"mpnet","absolute",0.98,25,1,"top cosine or top co-occurrence",0.698,0.289,0.409,0.257,388,271,117,666,106,106
"mpnet","absolute",0.98,25,2,"top cosine or in both lists",0.99,0.109,0.196,0.109,103,102,1,835,106,106
"mpnet","absolute",0.98,25,3,"top co-occurrence or in both lists",0.688,0.273,0.391,0.243,372,256,116,681,106,106
"mpnet","absolute",0.98,25,4,"any of the three",0.698,0.289,0.409,0.257,388,271,117,666,106,106
"mpnet","absolute",0.98,30,1,"top cosine or top co-occurrence",0.699,0.29,0.41,0.258,389,272,117,665,106,106
"mpnet","absolute",0.98,30,2,"top cosine or in both lists",0.99,0.109,0.196,0.109,103,102,1,835,106,106
"mpnet","absolute",0.98,30,3,"top co-occurrence or in both lists",0.69,0.275,0.393,0.245,374,258,116,679,106,106
"mpnet","absolute",0.98,30,4,"any of the three",0.699,0.29,0.41,0.258,389,272,117,665,106,106
"mpnet","absolute",0.99,3,1,"top cosine or top co-occurrence",0.701,0.268,0.388,0.24,358,251,107,686,98,98
"mpnet","absolute",0.99,3,2,"top cosine or in both lists",0.989,0.1,0.182,0.1,95,94,1,843,98,98
"mpnet","absolute",0.99,3,3,"top co-occurrence or in both lists",0.675,0.235,0.349,0.211,326,220,106,717,98,98
"mpnet","absolute",0.99,3,4,"any of the three",0.701,0.268,0.388,0.24,358,251,107,686,98,98
"mpnet","absolute",0.99,5,1,"top cosine or top co-occurrence",0.698,0.279,0.399,0.249,374,261,113,676,98,98
"mpnet","absolute",0.99,5,2,"top cosine or in both lists",0.989,0.1,0.182,0.1,95,94,1,843,98,98
"mpnet","absolute",0.99,5,3,"top co-occurrence or in both lists",0.677,0.251,0.366,0.224,347,235,112,702,98,98
"mpnet","absolute",0.99,5,4,"any of the three",0.698,0.279,0.399,0.249,374,261,113,676,98,98
"mpnet","absolute",0.99,10,1,"top cosine or top co-occurrence",0.695,0.282,0.401,0.251,380,264,116,673,98,98
"mpnet","absolute",0.99,10,2,"top cosine or in both lists",0.989,0.1,0.182,0.1,95,94,1,843,98,98
"mpnet","absolute",0.99,10,3,"top co-occurrence or in both lists",0.679,0.259,0.375,0.231,358,243,115,694,98,98
"mpnet","absolute",0.99,10,4,"any of the three",0.695,0.282,0.401,0.251,380,264,116,673,98,98
"mpnet","absolute",0.99,15,1,"top cosine or top co-occurrence",0.696,0.283,0.402,0.252,381,265,116,672,98,98
"mpnet","absolute",0.99,15,2,"top cosine or in both lists",0.989,0.1,0.182,0.1,95,94,1,843,98,98
"mpnet","absolute",0.99,15,3,"top co-occurrence or in both lists",0.683,0.265,0.382,0.236,363,248,115,689,98,98
"mpnet","absolute",0.99,15,4,"any of the three",0.696,0.283,0.402,0.252,381,265,116,672,98,98
"mpnet","absolute",0.99,20,1,"top cosine or top co-occurrence",0.696,0.286,0.405,0.254,385,268,117,669,98,98
"mpnet","absolute",0.99,20,2,"top cosine or in both lists",0.989,0.1,0.182,0.1,95,94,1,843,98,98
"mpnet","absolute",0.99,20,3,"top co-occurrence or in both lists",0.686,0.27,0.387,0.24,369,253,116,684,98,98
"mpnet","absolute",0.99,20,4,"any of the three",0.696,0.286,0.405,0.254,385,268,117,669,98,98
"mpnet","absolute",0.99,25,1,"top cosine or top co-occurrence",0.697,0.287,0.407,0.255,386,269,117,668,98,98
"mpnet","absolute",0.99,25,2,"top cosine or in both lists",0.989,0.1,0.182,0.1,95,94,1,843,98,98
"mpnet","absolute",0.99,25,3,"top co-occurrence or in both lists",0.686,0.271,0.389,0.241,370,254,116,683,98,98
"mpnet","absolute",0.99,25,4,"any of the three",0.697,0.287,0.407,0.255,386,269,117,668,98,98
"mpnet","absolute",0.99,30,1,"top cosine or top co-occurrence",0.698,0.288,0.408,0.256,387,270,117,667,98,98
"mpnet","absolute",0.99,30,2,"top cosine or in both lists",0.989,0.1,0.182,0.1,95,94,1,843,98,98
"mpnet","absolute",0.99,30,3,"top co-occurrence or in both lists",0.688,0.273,0.391,0.243,372,256,116,681,98,98
"mpnet","absolute",0.99,30,4,"any of the three",0.698,0.288,0.408,0.256,387,270,117,667,98,98
"mpnet","relative",0.95,3,1,"top cosine or top co-occurrence",0.728,0.407,0.522,0.353,523,381,142,556,476,354
"mpnet","relative",0.95,3,2,"top cosine or in both lists",0.883,0.338,0.489,0.324,359,317,42,620,476,354
"mpnet","relative",0.95,3,3,"top co-occurrence or in both lists",0.686,0.256,0.373,0.229,350,240,110,697,476,354
"mpnet","relative",0.95,3,4,"any of the three",0.729,0.41,0.525,0.356,527,384,143,553,476,354
"mpnet","relative",0.95,5,1,"top cosine or top co-occurrence",0.724,0.415,0.528,0.359,537,389,148,548,476,354
"mpnet","relative",0.95,5,2,"top cosine or in both lists",0.877,0.343,0.493,0.327,366,321,45,616,476,354
"mpnet","relative",0.95,5,3,"top co-occurrence or in both lists",0.69,0.285,0.403,0.253,387,267,120,670,476,354
"mpnet","relative",0.95,5,4,"any of the three",0.722,0.422,0.533,0.363,547,395,152,542,476,354
"mpnet","relative",0.95,10,1,"top cosine or top co-occurrence",0.721,0.416,0.528,0.358,541,390,151,547,476,354
"mpnet","relative",0.95,10,2,"top cosine or in both lists",0.872,0.348,0.497,0.331,374,326,48,611,476,354
"mpnet","relative",0.95,10,3,"top co-occurrence or in both lists",0.703,0.323,0.443,0.285,431,303,128,634,476,354
"mpnet","relative",0.95,10,4,"any of the three",0.717,0.428,0.536,0.366,559,401,158,536,476,354
"mpnet","relative",0.95,15,1,"top cosine or top co-occurrence",0.721,0.416,0.528,0.358,541,390,151,547,476,354
"mpnet","relative",0.95,15,2,"top cosine or in both lists",0.87,0.349,0.498,0.332,376,327,49,610,476,354
"mpnet","relative",0.95,15,3,"top co-occurrence or in both lists",0.708,0.339,0.458,0.298,449,318,131,619,476,354
"mpnet","relative",0.95,15,4,"any of the three",0.717,0.429,0.537,0.367,561,402,159,535,476,354
"mpnet","relative",0.95,20,1,"top cosine or top co-occurrence",0.721,0.419,0.53,0.361,545,393,152,544,476,354
"mpnet","relative",0.95,20,2,"top cosine or in both lists",0.863,0.35,0.498,0.332,380,328,52,609,476,354
"mpnet","relative",0.95,20,3,"top co-occurrence or in both lists",0.707,0.35,0.468,0.306,464,328,136,609,476,354
"mpnet","relative",0.95,20,4,"any of the three",0.714,0.433,0.539,0.369,569,406,163,531,476,354
"mpnet","relative",0.95,25,1,"top cosine or top co-occurrence",0.722,0.42,0.531,0.362,546,394,152,543,476,354
"mpnet","relative",0.95,25,2,"top cosine or in both lists",0.857,0.351,0.498,0.332,384,329,55,608,476,354
"mpnet","relative",0.95,25,3,"top co-occurrence or in both lists",0.704,0.355,0.472,0.309,473,333,140,604,476,354
"mpnet","relative",0.95,25,4,"any of the three",0.711,0.435,0.54,0.37,574,408,166,529,476,354
"mpnet","relative",0.95,30,1,"top cosine or top co-occurrence",0.722,0.42,0.531,0.362,546,394,152,543,476,354
"mpnet","relative",0.95,30,2,"top cosine or in both lists",0.855,0.351,0.498,0.331,385,329,56,608,476,354
"mpnet","relative",0.95,30,3,"top co-occurrence or in both lists",0.704,0.36,0.476,0.312,479,337,142,600,476,354
"mpnet","relative",0.95,30,4,"any of the three",0.71,0.435,0.539,0.37,575,408,167,529,476,354
"mpnet","relative",0.99,3,1,"top cosine or top co-occurrence",0.731,0.407,0.523,0.354,521,381,140,556,381,354
"mpnet","relative",0.99,3,2,"top cosine or in both lists",0.893,0.329,0.481,0.316,345,308,37,629,381,354
"mpnet","relative",0.99,3,3,"top co-occurrence or in both lists",0.685,0.253,0.37,0.227,346,237,109,700,381,354
"mpnet","relative",0.99,3,4,"any of the three",0.731,0.407,0.523,0.354,521,381,140,556,381,354
"mpnet","relative",0.99,5,1,"top cosine or top co-occurrence",0.727,0.415,0.528,0.359,535,389,146,548,381,354
"mpnet","relative",0.99,5,2,"top cosine or in both lists",0.893,0.33,0.482,0.317,346,309,37,628,381,354
"mpnet","relative",0.99,5,3,"top co-occurrence or in both lists",0.693,0.28,0.399,0.249,378,262,116,675,381,354
"mpnet","relative",0.99,5,4,"any of the three",0.728,0.416,0.529,0.36,536,390,146,547,381,354
"mpnet","relative",0.99,10,1,"top cosine or top co-occurrence",0.724,0.416,0.528,0.359,539,390,149,547,381,354
"mpnet","relative",0.99,10,2,"top cosine or in both lists",0.89,0.33,0.481,0.317,347,309,38,628,381,354
"mpnet","relative",0.99,10,3,"top co-occurrence or in both lists",0.706,0.313,0.434,0.277,415,293,122,644,381,354
"mpnet","relative",0.99,10,4,"any of the three",0.723,0.417,0.529,0.36,541,391,150,546,381,354
"mpnet","relative",0.99,15,1,"top cosine or top co-occurrence",0.724,0.416,0.528,0.359,539,390,149,547,381,354
"mpnet","relative",0.99,15,2,"top cosine or in both lists",0.891,0.331,0.483,0.318,348,310,38,627,381,354
"mpnet","relative",0.99,15,3,"top co-occurrence or in both lists",0.713,0.329,0.45,0.29,432,308,124,629,381,354
"mpnet","relative",0.99,15,4,"any of the three",0.723,0.418,0.53,0.361,542,392,150,545,381,354
"mpnet","relative",0.99,20,1,"top cosine or top co-occurrence",0.724,0.419,0.531,0.362,543,393,150,544,381,354
"mpnet","relative",0.99,20,2,"top cosine or in both lists",0.891,0.332,0.484,0.319,349,311,38,626,381,354
"mpnet","relative",0.99,20,3,"top co-occurrence or in both lists",0.716,0.339,0.46,0.299,444,318,126,619,381,354
"mpnet","relative",0.99,20,4,"any of the three",0.724,0.423,0.534,0.364,547,396,151,541,381,354
"mpnet","relative",0.99,25,1,"top cosine or top co-occurrence",0.724,0.42,0.532,0.362,544,394,150,543,381,354
"mpnet","relative",0.99,25,2,"top cosine or in both lists",0.889,0.332,0.483,0.319,350,311,39,626,381,354
"mpnet","relative",0.99,25,3,"top co-occurrence or in both lists",0.716,0.344,0.465,0.302,450,322,128,615,381,354
"mpnet","relative",0.99,25,4,"any of the three",0.723,0.424,0.535,0.365,549,397,152,540,381,354
"mpnet","relative",0.99,30,1,"top cosine or top co-occurrence",0.724,0.42,0.532,0.362,544,394,150,543,381,354
"mpnet","relative",0.99,30,2,"top cosine or in both lists",0.889,0.332,0.483,0.319,350,311,39,626,381,354
"mpnet","relative",0.99,30,3,"top co-occurrence or in both lists",0.716,0.348,0.468,0.306,455,326,129,611,381,354
"mpnet","relative",0.99,30,4,"any of the three",0.723,0.424,0.535,0.365,549,397,152,540,381,354
"mpnet","relative",0.995,3,1,"top cosine or top co-occurrence",0.733,0.407,0.523,0.354,520,381,139,556,366,354
"mpnet","relative",0.995,3,2,"top cosine or in both lists",0.897,0.327,0.479,0.315,341,306,35,631,366,354
"mpnet","relative",0.995,3,3,"top co-occurrence or in both lists",0.685,0.253,0.37,0.227,346,237,109,700,366,354
"mpnet","relative",0.995,3,4,"any of the three",0.733,0.407,0.523,0.354,520,381,139,556,366,354
"mpnet","relative",0.995,5,1,"top cosine or top co-occurrence",0.728,0.415,0.529,0.36,534,389,145,548,366,354
"mpnet","relative",0.995,5,2,"top cosine or in both lists",0.897,0.327,0.479,0.315,341,306,35,631,366,354
"mpnet","relative",0.995,5,3,"top co-occurrence or in both lists",0.692,0.279,0.398,0.248,377,261,116,676,366,354
"mpnet","relative",0.995,5,4,"any of the three",0.728,0.415,0.529,0.36,534,389,145,548,366,354
"mpnet","relative",0.995,10,1,"top cosine or top co-occurrence",0.725,0.416,0.529,0.359,538,390,148,547,366,354
"mpnet","relative",0.995,10,2,"top cosine or in both lists",0.895,0.327,0.479,0.314,342,306,36,631,366,354
"mpnet","relative",0.995,10,3,"top co-occurrence or in both lists",0.705,0.312,0.433,0.276,414,292,122,645,366,354
"mpnet","relative",0.995,10,4,"any of the three",0.724,0.416,0.528,0.359,539,390,149,547,366,354
"mpnet","relative",0.995,15,1,"top cosine or top co-occurrence",0.725,0.416,0.529,0.359,538,390,148,547,366,354
"mpnet","relative",0.995,15,2,"top cosine or in both lists",0.895,0.327,0.479,0.314,342,306,36,631,366,354
"mpnet","relative",0.995,15,3,"top co-occurrence or in both lists",0.712,0.327,0.448,0.288,430,306,124,631,366,354
"mpnet","relative",0.995,15,4,"any of the three",0.724,0.416,0.528,0.359,539,390,149,547,366,354
"mpnet","relative",0.995,20,1,"top cosine or top co-occurrence",0.725,0.419,0.531,0.362,542,393,149,544,366,354
"mpnet","relative",0.995,20,2,"top cosine or in both lists",0.895,0.327,0.479,0.314,342,306,36,631,366,354
"mpnet","relative",0.995,20,3,"top co-occurrence or in both lists",0.714,0.336,0.457,0.296,441,315,126,622,366,354
"mpnet","relative",0.995,20,4,"any of the three",0.724,0.419,0.531,0.362,543,393,150,544,366,354
"mpnet","relative",0.995,25,1,"top cosine or top co-occurrence",0.726,0.42,0.532,0.363,543,394,149,543,366,354
"mpnet","relative",0.995,25,2,"top cosine or in both lists",0.892,0.327,0.479,0.314,343,306,37,631,366,354
"mpnet","relative",0.995,25,3,"top co-occurrence or in both lists",0.714,0.34,0.461,0.3,447,319,128,618,366,354
"mpnet","relative",0.995,25,4,"any of the three",0.723,0.42,0.531,0.362,545,394,151,543,366,354
"mpnet","relative",0.995,30,1,"top cosine or top co-occurrence",0.726,0.42,0.532,0.363,543,394,149,543,366,354
"mpnet","relative",0.995,30,2,"top cosine or in both lists",0.892,0.327,0.479,0.314,343,306,37,631,366,354
"mpnet","relative",0.995,30,3,"top co-occurrence or in both lists",0.715,0.345,0.465,0.303,452,323,129,614,366,354
"mpnet","relative",0.995,30,4,"any of the three",0.723,0.42,0.531,0.362,545,394,151,543,366,354
"mpnet","relative",0.999,3,1,"top cosine or top co-occurrence",0.732,0.404,0.521,0.352,518,379,139,558,357,354
"mpnet","relative",0.999,3,2,"top cosine or in both lists",0.899,0.324,0.476,0.313,338,304,34,633,357,354
"mpnet","relative",0.999,3,3,"top co-occurrence or in both lists",0.685,0.253,0.37,0.227,346,237,109,700,357,354
"mpnet","relative",0.999,3,4,"any of the three",0.732,0.404,0.521,0.352,518,379,139,558,357,354
"mpnet","relative",0.999,5,1,"top cosine or top co-occurrence",0.728,0.414,0.528,0.359,533,388,145,549,357,354
"mpnet","relative",0.999,5,2,"top cosine or in both lists",0.899,0.324,0.476,0.313,338,304,34,633,357,354
"mpnet","relative",0.999,5,3,"top co-occurrence or in both lists",0.692,0.279,0.398,0.248,377,261,116,676,357,354
"mpnet","relative",0.999,5,4,"any of the three",0.728,0.414,0.528,0.359,533,388,145,549,357,354
"mpnet","relative",0.999,10,1,"top cosine or top co-occurrence",0.724,0.415,0.528,0.359,537,389,148,548,357,354
"mpnet","relative",0.999,10,2,"top cosine or in both lists",0.899,0.324,0.476,0.313,338,304,34,633,357,354
"mpnet","relative",0.999,10,3,"top co-occurrence or in both lists",0.707,0.312,0.433,0.276,413,292,121,645,357,354
"mpnet","relative",0.999,10,4,"any of the three",0.724,0.415,0.528,0.359,537,389,148,548,357,354
"mpnet","relative",0.999,15,1,"top cosine or top co-occurrence",0.724,0.415,0.528,0.359,537,389,148,548,357,354
"mpnet","relative",0.999,15,2,"top cosine or in both lists",0.899,0.324,0.476,0.313,338,304,34,633,357,354
"mpnet","relative",0.999,15,3,"top co-occurrence or in both lists",0.713,0.327,0.448,0.289,429,306,123,631,357,354
"mpnet","relative",0.999,15,4,"any of the three",0.724,0.415,0.528,0.359,537,389,148,548,357,354
"mpnet","relative",0.999,20,1,"top cosine or top co-occurrence",0.725,0.418,0.53,0.361,541,392,149,545,357,354
"mpnet","relative",0.999,20,2,"top cosine or in both lists",0.899,0.324,0.476,0.313,338,304,34,633,357,354
"mpnet","relative",0.999,20,3,"top co-occurrence or in both lists",0.716,0.336,0.457,0.297,440,315,125,622,357,354
"mpnet","relative",0.999,20,4,"any of the three",0.725,0.418,0.53,0.361,541,392,149,545,357,354
"mpnet","relative",0.999,25,1,"top cosine or top co-occurrence",0.725,0.419,0.531,0.362,542,393,149,544,357,354
"mpnet","relative",0.999,25,2,"top cosine or in both lists",0.899,0.324,0.476,0.313,338,304,34,633,357,354
"mpnet","relative",0.999,25,3,"top co-occurrence or in both lists",0.717,0.34,0.461,0.3,445,319,126,618,357,354
"mpnet","relative",0.999,25,4,"any of the three",0.725,0.419,0.531,0.362,542,393,149,544,357,354
"mpnet","relative",0.999,30,1,"top cosine or top co-occurrence",0.725,0.419,0.531,0.362,542,393,149,544,357,354
"mpnet","relative",0.999,30,2,"top cosine or in both lists",0.899,0.324,0.476,0.313,338,304,34,633,357,354
"mpnet","relative",0.999,30,3,"top co-occurrence or in both lists",0.718,0.345,0.466,0.304,450,323,127,614,357,354
"mpnet","relative",0.999,30,4,"any of the three",0.725,0.419,0.531,0.362,542,393,149,544,357,354
